station_name,demand_count,supply_count,net_demand,supply_demand_ratio,gap_type
7 St & 5 Ave,2431,1777,654,1.37,严重缺口
Sharon St & Olive St,1649,995,654,1.66,严重缺口
Bayard St & Leonard St,3239,2586,653,1.25,严重缺口
46 St & 28 Ave,823,170,653,4.84,严重缺口
Madison St & Malcolm X Blvd,1009,357,652,2.83,严重缺口
South End Ave & Albany St,4064,3413,651,1.19,严重缺口
Lexington Ave & E 26 St,3704,3053,651,1.21,严重缺口
34 Ave & 21 St,1210,562,648,2.15,严重缺口
Riverside Dr & W 148 St,877,231,646,3.8,严重缺口
Pacific St & Nevins St,2219,1575,644,1.41,严重缺口
Amsterdam Ave & W 60 St,1454,817,637,1.78,严重缺口
Lenox Ave & W 117 St,3723,3087,636,1.21,严重缺口
Butler St & Court St,2316,1680,636,1.38,严重缺口
E 117 St & 1 Ave,1605,973,632,1.65,严重缺口
43 St & 50 Ave,1101,469,632,2.35,严重缺口
E 106 St & 1 Ave,1934,1303,631,1.48,严重缺口
43 St & Skillman Ave,1193,562,631,2.12,严重缺口
Cathedral Pkwy & Broadway,3487,2856,631,1.22,严重缺口
E 116 St & 2 Ave,1509,880,629,1.71,严重缺口
Carlton Ave & Park Ave,2157,1529,628,1.41,严重缺口
Union St & Bedford Ave,2127,1500,627,1.42,严重缺口
W 146 St & Broadway,1272,646,626,1.97,严重缺口
48 St & Skillman Ave,926,304,622,3.05,严重缺口
Fort Washington Ave & W 183 St,921,305,616,3.02,严重缺口
Hamilton Pl & W 140 St,996,382,614,2.61,严重缺口
Meserole Ave & Manhattan Ave,4084,3474,610,1.18,严重缺口
Forsyth St & Broome St,3853,3245,608,1.19,严重缺口
W 148 St & Amsterdam Ave,1026,421,605,2.44,严重缺口
Bedford Ave & Clarkson Ave,1317,714,603,1.84,严重缺口
35 Ave & 10 St,1706,1104,602,1.55,严重缺口
Hancock St & Bedford Ave,2112,1513,599,1.4,严重缺口
2 Ave & E 29 St,10658,10061,597,1.06,严重缺口
Carlton Ave & Dean St,2115,1521,594,1.39,严重缺口
1 Ave & E 62 St,9217,8623,594,1.07,严重缺口
Lenox Ave & W 115 St,2237,1644,593,1.36,严重缺口
Park Pl & Franklin Ave,1200,613,587,1.96,严重缺口
Onderdonk Ave & Dekalb Ave,968,383,585,2.53,严重缺口
27 Ave & 3 St,1015,432,583,2.35,严重缺口
Bushwick Ave & Dekalb Ave,950,371,579,2.56,严重缺口
Menahan St & Central Ave,986,409,577,2.41,严重缺口
Ditmars Blvd & 19 St,1165,588,577,1.98,严重缺口
34 Ave & 31 St,1230,654,576,1.88,严重缺口
Ash St & Manhattan Ave,1714,1138,576,1.51,严重缺口
30 Ave & 12 St,945,370,575,2.55,严重缺口
44 St & Greenpoint Ave,880,307,573,2.87,严重缺口
W 181 St & Riverside Dr,916,343,573,2.67,严重缺口
Manhattan Av & Leonard St,1193,621,572,1.92,严重缺口
46 St & 25 Ave,965,396,569,2.44,严重缺口
Bedford Ave & Fenimore St,957,390,567,2.45,严重缺口
Orchard St & Grand St,5480,4914,566,1.12,严重缺口
Calyer St & West St,1588,1025,563,1.55,严重缺口
24 Ave & 29 St,924,361,563,2.56,严重缺口
Carroll St & 5 Ave,2744,2184,560,1.26,严重缺口
Pitt St & Stanton St,1998,1441,557,1.39,严重缺口
Adam Clayton Powell Blvd & W 118 St,2401,1846,555,1.3,严重缺口
Madison St & Woodward Ave,825,273,552,3.02,严重缺口
Lenox Ave & W 111 St,4758,4207,551,1.13,严重缺口
Chauncey St & Howard Ave,832,283,549,2.94,严重缺口
E 91 St & Park Ave,3836,3287,549,1.17,严重缺口
Crescent St & Ditmars Blvd,1209,660,549,1.83,严重缺口
W 180 St & Ft Washington Ave,1372,823,549,1.67,严重缺口
Sterling Pl & 5 Ave,1832,1287,545,1.42,严重缺口
39 Dr & 52 St,771,229,542,3.37,严重缺口
Suydam St & Broadway,1017,475,542,2.14,严重缺口
38 St & 30 Ave,2360,1818,542,1.3,严重缺口
3 St & Prospect Park West,3643,3103,540,1.17,严重缺口
W 42 St & 8 Ave,4481,3941,540,1.14,严重缺口
Macon St & Howard Ave,708,168,540,4.21,严重缺口
Macon St & Patchen Ave,940,405,535,2.32,严重缺口
35 St & 34 Ave,1244,715,529,1.74,严重缺口
Carroll St & Franklin Ave,1026,497,529,2.06,严重缺口
Van Buren St & Broadway,811,285,526,2.85,严重缺口
Parade Pl & Crooke Ave,1506,982,524,1.53,严重缺口
DeKalb Ave & S Portland Ave,4837,4314,523,1.12,严重缺口
Prospect Park West & 8 St,3670,3147,523,1.17,严重缺口
Nelson Ave & W 172 St,767,247,520,3.11,严重缺口
34 Ave & 45 St,982,463,519,2.12,严重缺口
Popham Ave & W 174 St,685,168,517,4.08,严重缺口
St Nicholas Ave & W 134 St,1937,1422,515,1.36,严重缺口
Greenpoint Ave & Manhattan Ave,3420,2906,514,1.18,严重缺口
Myrtle Ave & St Edwards St,1979,1466,513,1.35,严重缺口
Stuyvesant Ave & Gates Ave,1077,566,511,1.9,严重缺口
Crown St & Rogers Ave,888,378,510,2.35,严重缺口
Central Ave & Melrose St,918,411,507,2.23,严重缺口
Rogers Ave & Sterling St,990,483,507,2.05,严重缺口
Rogers Ave & Lincoln Rd,1264,758,506,1.67,严重缺口
Broadway & W 142 St,909,403,506,2.26,严重缺口
Clermont Ave & Park Ave,2795,2290,505,1.22,严重缺口
Riverside Dr & W 153 St,981,477,504,2.06,严重缺口
39 Ave & 45 St,817,313,504,2.61,严重缺口
Powers St & Olive St,1274,770,504,1.65,严重缺口
E 76 St & Park Ave,5775,5272,503,1.1,严重缺口
Norfolk St & Broome St,8675,8176,499,1.06,严重缺口
Boston Rd & Prospect Ave,773,275,498,2.81,严重缺口
Albany Ave & Carroll St,829,333,496,2.49,严重缺口
W 145 St & Amsterdam Ave,1376,880,496,1.56,严重缺口
Norman Ave & Leonard St,2001,1509,492,1.33,严重缺口
Lafayette Ave & Classon Ave,3488,2998,490,1.16,严重缺口
51 Ave & 61 St,558,68,490,8.21,严重缺口
20 Ave & 21 St,695,205,490,3.39,严重缺口
21 St & 4 Ave,1281,792,489,1.62,严重缺口
Ditmars Blvd & 43 St,1128,640,488,1.76,严重缺口
Putnam Ave & Knickerbocker Ave,682,196,486,3.48,严重缺口
Madison St & Forest Ave,1100,616,484,1.79,严重缺口
E 97 St & 3 Ave,1860,1378,482,1.35,严重缺口
Fort Washington Ave & W 173 St,827,345,482,2.4,严重缺口
50 St & 30 Ave,931,451,480,2.06,严重缺口
Edgecombe Ave & W 141 St,1746,1268,478,1.38,严重缺口
Knickerbocker Ave & Hancock St,805,327,478,2.46,严重缺口
36 Ave & 10 St,1271,794,477,1.6,严重缺口
39 St & 50 Ave,717,241,476,2.98,严重缺口
7 Ave & 40 St,770,298,472,2.58,严重缺口
3 Ave & E 112 St,1428,961,467,1.49,严重缺口
3 Ave & E 71 St,3689,3223,466,1.14,严重缺口
48 St & 5 Ave,1051,585,466,1.8,严重缺口
Bond St & Bergen St,2515,2050,465,1.23,严重缺口
Menahan St & Seneca Ave,780,316,464,2.47,严重缺口
39 Ave & 56 St,559,97,462,5.76,严重缺口
Parkside Ave & Flatbush Ave,1118,657,461,1.7,严重缺口
E 138 St & 5 Av,1077,616,461,1.75,严重缺口
Jackson St & Leonard St,1147,687,460,1.67,严重缺口
Convent Ave & W 151 St,679,219,460,3.1,严重缺口
Prospect Park SW & Vanderbilt St,1372,913,459,1.5,严重缺口
Schenectady Ave & President St,764,305,459,2.5,严重缺口
President St & Nostrand Ave,942,484,458,1.95,严重缺口
Sedgwick Ave & W Tremont Ave,592,137,455,4.32,严重缺口
Pinehurst Ave & W 187 St,748,294,454,2.54,严重缺口
Monroe St & Patchen Ave,890,437,453,2.04,严重缺口
51 St & 43 Ave,865,412,453,2.1,严重缺口
Willoughby Ave & Onderdonk Ave,766,313,453,2.45,严重缺口
E 85 St & East End Ave,799,347,452,2.3,严重缺口
Shakespeare Ave & W 169 St,775,323,452,2.4,严重缺口
Windsor Pl & 8 Ave,1029,581,448,1.77,严重缺口
Madison St & Seneca Ave,686,238,448,2.88,严重缺口
Berkeley Pl & 6 Ave,1952,1509,443,1.29,严重缺口
Halsey St & Ralph Ave,807,365,442,2.21,严重缺口
Pierrepont St & Monroe Pl,2112,1672,440,1.26,严重缺口
Adam Clayton Powell Blvd & W 130 St,1588,1149,439,1.38,严重缺口
34 Ave & 83 St,658,219,439,3.0,严重缺口
86 St & 35 Ave,637,198,439,3.22,严重缺口
E 106 St & Lexington Ave,2169,1731,438,1.25,严重缺口
Macombs Pl & W 152 St,907,471,436,1.93,严重缺口
Pleasant Ave & E 120 St,1784,1349,435,1.32,严重缺口
Crescent St & 30 Ave,3042,2611,431,1.17,严重缺口
44 St & 6 Ave,699,271,428,2.58,严重缺口
3 St & 7 Ave,5062,4635,427,1.09,严重缺口
Irving Ave & Harman St,1044,621,423,1.68,严重缺口
Onderdonk Ave & Gates Ave,707,285,422,2.48,严重缺口
Steinway St & 23 Ave,857,437,420,1.96,严重缺口
Thomas S. Boyland St & Marion St,546,126,420,4.33,严重缺口
43 St & Broadway,1034,616,418,1.68,严重缺口
Union Ave & N 12 St,3353,2935,418,1.14,严重缺口
Kingston Ave & Montgomery St,914,497,417,1.84,严重缺口
Wadsworth Ave & W 179 St,1150,734,416,1.57,严重缺口
Sterling Pl & Franklin Ave,1201,787,414,1.53,严重缺口
Amory Ct & Metropolitan Ave,598,187,411,3.2,严重缺口
Catalpa Ave & Woodward Ave,655,245,410,2.67,严重缺口
21 St & Hoyt Ave S,1555,1149,406,1.35,严重缺口
E 106 St & 2 Ave,1348,942,406,1.43,严重缺口
Stuyvesant Ave & Hart St,771,367,404,2.1,严重缺口
5 Ave & 41 St,809,405,404,2.0,严重缺口
Rivington St & Chrystie St,4507,4105,402,1.1,严重缺口
Ave D & E 12 St,560,159,401,3.52,严重缺口
E 33 St & 1 Ave,16751,16350,401,1.02,严重缺口
37 St & 24 Ave,804,403,401,2.0,严重缺口
Sterling Pl & Schenectady Ave,507,107,400,4.74,严重缺口
21 St & 23 Ave,806,406,400,1.99,严重缺口
Leonard St & Boerum St,1244,845,399,1.47,严重缺口
Nelson Ave & 167 St,602,203,399,2.97,严重缺口
Washington St & Gansevoort St,7478,7080,398,1.06,严重缺口
48 St & 50 Ave,692,294,398,2.35,严重缺口
Carroll St & Smith St,4709,4312,397,1.09,严重缺口
Bradhurst Ave & W 148 St,812,416,396,1.95,严重缺口
Atlantic Ave & Furman St,3330,2937,393,1.13,严重缺口
Vernon Blvd & 31 Ave,1698,1305,393,1.3,严重缺口
Rockaway Ave & Bainbridge St,703,311,392,2.26,严重缺口
Maple St & Flatbush Ave,1097,705,392,1.56,严重缺口
23 Ave & 27 St,834,443,391,1.88,严重缺口
5 Ave & E 135 St,1287,899,388,1.43,严重缺口
S Portland Ave & Hanson Pl,2426,2039,387,1.19,严重缺口
Riverside Dr & W 145 St,847,464,383,1.83,严重缺口
2 Ave & E 72 St,8206,7824,382,1.05,严重缺口
Albany Ave & Park Pl,577,195,382,2.96,严重缺口
38 Ave & 29 St,1324,945,379,1.4,严重缺口
Stuyvesant Walk & 1 Av Loop,557,181,376,3.08,严重缺口
46 St & 6 Ave,561,186,375,3.02,严重缺口
31 Ave & 57 St,545,170,375,3.21,严重缺口
Lincoln Pl & Classon Ave,1779,1404,375,1.27,严重缺口
Crotona Park North & Prospect Ave,582,208,374,2.8,严重缺口
Cedar St & Evergreen Ave,849,476,373,1.78,严重缺口
Caton Ave & E 10 St,750,379,371,1.98,严重缺口
W 170 St & University Ave,645,274,371,2.35,严重缺口
Sherman Ave & E 166 St,811,440,371,1.84,严重缺口
Grand Concourse & E 167 St,1124,754,370,1.49,严重缺口
Prospect Park W & 20 St,1241,872,369,1.42,严重缺口
Jefferson Ave & Patchen Ave,603,235,368,2.57,严重缺口
Bedford Ave & Maple St,703,335,368,2.1,严重缺口
Broadway & W 153 St,609,242,367,2.52,严重缺口
Adam Clayton Powell Blvd & W 123 St,2459,2092,367,1.18,严重缺口
Ocean Pkwy & Church Ave,942,575,367,1.64,严重缺口
43 Ave & 40 St,573,208,365,2.75,严重缺口
46 St & Queens Blvd,1370,1006,364,1.36,严重缺口
Green St & McGuinness Blvd,844,480,364,1.76,严重缺口
India St & Manhattan Ave,3614,3251,363,1.11,严重缺口
E 141 St & St Ann's Ave,652,290,362,2.25,严重缺口
Wakeman Pl & Ridge Blvd,549,189,360,2.9,严重缺口
W 160 St & St. Nicholas Ave,592,234,358,2.53,严重缺口
Park Ave & St Edwards St,1478,1121,357,1.32,严重缺口
Walton Ave & E 171 St,694,338,356,2.05,严重缺口
Broadway & 12 St,1183,828,355,1.43,严重缺口
Carlton Ave & St Marks Ave,1825,1470,355,1.24,严重缺口
Center Blvd & 51 Ave,2809,2456,353,1.14,严重缺口
McDonald Ave & Vanderbilt St,612,261,351,2.34,严重缺口
E 60 St & York Ave,2899,2548,351,1.14,严重缺口
Decatur St & Saratoga Ave,535,185,350,2.89,严重缺口
Withers St & Kingsland Ave,918,569,349,1.61,严重缺口
Eldert St & Bushwick Ave,553,205,348,2.7,严重缺口
Maple St & New York Ave,770,422,348,1.82,严重缺口
Ogden Ave & W 165 St,885,538,347,1.64,严重缺口
Ditmars Blvd & 48 St,497,151,346,3.29,严重缺口
57 St & 43 Ave,515,172,343,2.99,严重缺口
Halsey St & Evergreen Ave,492,150,342,3.28,严重缺口
Malcolm X Blvd & DeKalb Ave,794,452,342,1.76,严重缺口
W Tremont Ave & Matthewson Rd,427,87,340,4.91,严重缺口
E 39 St & 2 Ave,8615,8276,339,1.04,严重缺口
43 St & 35 Ave,649,311,338,2.09,严重缺口
Amsterdam Ave & W 156 St,670,332,338,2.02,严重缺口
Willoughby Ave & Walworth St,1632,1295,337,1.26,严重缺口
61 St & Laurel Hill Blvd,394,60,334,6.57,严重缺口
8 Ave & W 52 St,5693,5361,332,1.06,严重缺口
Winthrop St & Rogers Ave,572,246,326,2.33,严重缺口
Park Ave & E 124 St,9639,9313,326,1.04,严重缺口
MacDonough St & Marcy Ave,1429,1105,324,1.29,严重缺口
W 192 St & University Ave,462,139,323,3.32,严重缺口
Hoyt St & Warren St,682,363,319,1.88,严重缺口
Henry St & W 9 St,631,313,318,2.02,严重缺口
61 St & Queens Blvd,490,173,317,2.83,严重缺口
E 2 St & 2 Ave,2546,2229,317,1.14,严重缺口
Tiebout Ave & E 184 St,492,175,317,2.81,严重缺口
19 St & 8 Ave,643,327,316,1.97,严重缺口
Graham Ave & Grand St,2935,2619,316,1.12,严重缺口
Degraw St & Hoyt St,1767,1453,314,1.22,严重缺口
Warren St & Court St,1864,1551,313,1.2,严重缺口
Calyer St & Guernsey St,1475,1163,312,1.27,严重缺口
Sheridan Ave & E 168 St,572,263,309,2.17,严重缺口
Broadway & Kosciuszko St,1023,714,309,1.43,严重缺口
E 138 St & Cypress Ave,793,485,308,1.64,严重缺口
Eastern Pkwy & Nostrand Ave,1252,944,308,1.33,严重缺口
Ogden Ave & W 164 St,475,167,308,2.84,严重缺口
Tyler Ave & Maurice Ave,364,57,307,6.39,严重缺口
Ave D & E 10 St,559,253,306,2.21,严重缺口
50 St & 7 Ave,527,222,305,2.37,严重缺口
60 Pl & Bleecker St,385,81,304,4.75,严重缺口
W 140 St & Riverside Dr,436,133,303,3.28,严重缺口
48 Ave & 5 St,1448,1146,302,1.26,严重缺口
30 Ave & 21 St,1011,709,302,1.43,严重缺口
Kent St & McGuinness Blvd,1002,702,300,1.43,严重缺口
E 15 St & 3 Ave,8182,7882,300,1.04,严重缺口
21 St & 31 Dr,1621,1323,298,1.23,严重缺口
Myrtle Ave & 65 St,495,197,298,2.51,严重缺口
81 St & 35 Ave,555,257,298,2.16,严重缺口
62 St & Northern Blvd,478,180,298,2.66,严重缺口
Newton Rd & 44 St,854,557,297,1.53,严重缺口
Suydam St & Knickerbocker Ave,1157,860,297,1.35,严重缺口
Grand Concourse & E 199 St,438,142,296,3.08,严重缺口
E 63 St & 3 Ave,4975,4681,294,1.06,严重缺口
Eliot Ave & 60 Ln,385,91,294,4.23,严重缺口
Central Ave & Covert St,974,682,292,1.43,严重缺口
Central Ave & Starr St,413,122,291,3.39,严重缺口
34 Ave & 74 St,643,352,291,1.83,严重缺口
51 St & Hobart St,866,575,291,1.51,严重缺口
E 114 St & 1 Ave,1739,1448,291,1.2,严重缺口
Grand Concourse & E 196 St,445,156,289,2.85,严重缺口
Bradley Ave & Greenpoint Ave,623,334,289,1.87,严重缺口
Manhattan Ave & Leonard St,491,203,288,2.42,严重缺口
Mott St & Prince St,6080,5794,286,1.05,严重缺口
35 St & Broadway,1457,1171,286,1.24,严重缺口
Manhattan Ave & Devoe St,1274,988,286,1.29,严重缺口
Beverley Rd & Flatbush Ave,489,204,285,2.4,严重缺口
46 St & 30 Rd,598,314,284,1.9,严重缺口
Melrose St & Broadway,1325,1041,284,1.27,严重缺口
Caton Ave & Argyle Rd,654,371,283,1.76,严重缺口
45 St & 4 Ave,962,680,282,1.41,严重缺口
43 St & 23 Ave,443,162,281,2.73,严重缺口
6 Ave & 9 St,4464,4184,280,1.07,严重缺口
MacDonough St & Malcolm X Blvd,548,268,280,2.04,严重缺口
Broadway & W 192 St,582,303,279,1.92,严重缺口
Edgecombe Ave & W 150 St,414,137,277,3.02,严重缺口
Bushwick Ave & Powers St,1968,1692,276,1.16,严重缺口
Seaman Ave & Beak St,691,416,275,1.66,严重缺口
Valentine Ave & E 181 St,496,222,274,2.23,严重缺口
Amsterdam Ave & W 152 St,1052,779,273,1.35,严重缺口
E 118 St & Park Ave,803,530,273,1.52,严重缺口
Prospect Park SW & Greenwood Ave,1142,869,273,1.31,严重缺口
Woodside Ave & 55 St,413,142,271,2.91,严重缺口
50 Ave & 65 St,363,94,269,3.86,严重缺口
Morris Ave & McClellan St,649,380,269,1.71,严重缺口
5 Ave & E 93 St,3033,2765,268,1.1,严重缺口
St. Nicholas Ave & W 155 St,509,241,268,2.11,严重缺口
Albemarle Rd & E 21 St,353,86,267,4.1,严重缺口
Bedford Ave & Montgomery St,916,649,267,1.41,严重缺口
Cooper Ave & 65 Pl,390,124,266,3.15,严重缺口
Grand Concourse & E 197 St,443,177,266,2.5,严重缺口
Grand Concourse & E 203 St,456,191,265,2.39,严重缺口
Parkside Ave & Ocean Ave,880,616,264,1.43,严重缺口
Adam Clayton Powell Blvd & W 132 St,1384,1120,264,1.24,严重缺口
Woodside Ave & 69 St,480,216,264,2.22,严重缺口
76 St & 21 Ave,469,208,261,2.25,严重缺口
Johnson St & Gold St,2151,1890,261,1.14,严重缺口
W 144 St & Adam Clayton Powell Blvd,1023,763,260,1.34,严重缺口
Commerce St & Van Brunt St,1353,1093,260,1.24,严重缺口
20 Ave & 38 St,1048,789,259,1.33,严重缺口
Lincoln Ave & E 134 St,788,529,259,1.49,严重缺口
Frederick Douglass Blvd & W 145 St,830,572,258,1.45,严重缺口
E Burnside Ave & Ryer Ave,639,383,256,1.67,严重缺口
Ditmars Blvd & 79 St,568,312,256,1.82,严重缺口
51 St & Queens Blvd,450,194,256,2.32,严重缺口
St. Ann's Ave & E 144 St,457,201,256,2.27,严重缺口
W 155 St & Frederick Douglass Blvd,503,248,255,2.03,严重缺口
E 115 St & Madison Ave,1434,1179,255,1.22,严重缺口
Concourse Village East & E 158 St,825,571,254,1.44,严重缺口
Division Ave & Marcy Ave,1064,810,254,1.31,严重缺口
6 Ave & 55 St,315,64,251,4.92,严重缺口
48 St & Barnett Ave,444,193,251,2.3,严重缺口
Creston Ave & E 181 St,437,186,251,2.35,严重缺口
Skillman Ave & 54 St,535,285,250,1.88,严重缺口
Thompson St & Bleecker St,5834,5584,250,1.04,严重缺口
Ogden Ave & Merriam Ave,501,253,248,1.98,严重缺口
Smith St & 3 St,3132,2885,247,1.09,严重缺口
Columbia St & W 9 St,566,319,247,1.77,严重缺口
60 Pl & Linden St,463,217,246,2.13,严重缺口
Grand Concourse & E 205 St,348,104,244,3.35,严重缺口
Broadway & W 160 St,795,551,244,1.44,严重缺口
Lewis Ave & Decatur St,745,502,243,1.48,严重缺口
34 St & 35 Ave,1411,1168,243,1.21,严重缺口
Willis Ave & E 137 St,1133,890,243,1.27,严重缺口
72 St & Woodside Ave,368,125,243,2.94,严重缺口
W 176 St & Montgomery Ave,440,198,242,2.22,严重缺口
20 Ave & 42 St,544,304,240,1.79,严重缺口
Van Brunt St & Wolcott St,2069,1829,240,1.13,严重缺口
E 169 St & Webster Ave,470,230,240,2.04,严重缺口
Windsor Pl & Howard Pl,2103,1863,240,1.13,严重缺口
Webb Ave & W 190 St,415,175,240,2.37,严重缺口
6 Ave & W 34 St,10240,10000,240,1.02,严重缺口
Southern Blvd & E 175 St,692,453,239,1.53,严重缺口
81 St & 34 Ave,664,425,239,1.56,严重缺口
Sedgwick Ave & W Burnside Ave,305,67,238,4.55,严重缺口
George St & Wilson Ave,733,497,236,1.47,严重缺口
Park Pl & Buffalo Ave,360,124,236,2.9,严重缺口
Edgecombe Ave & W 145 St,1598,1363,235,1.17,严重缺口
Eastern Pkwy & Schenectady Ave,813,579,234,1.4,严重缺口
55 St & 7 Ave,379,146,233,2.6,严重缺口
Prospect Pl & 6 Ave,2511,2278,233,1.1,严重缺口
Grand Concourse & E 166 St,966,733,233,1.32,严重缺口
Anthony Ave & E 175 St,367,134,233,2.74,严重缺口
40 Ave & 9 St,730,498,232,1.47,严重缺口
E 141 St & Jackson Ave,555,323,232,1.72,严重缺口
E 165 St & Clay Ave,577,346,231,1.67,严重缺口
53 St & Roosevelt Ave,433,202,231,2.14,严重缺口
St. Nicholas Ave & W 157 St,400,170,230,2.35,严重缺口
W Fordham Rd & Loring Pl N,421,192,229,2.19,严重缺口
64 St & 51 Ave,275,46,229,5.98,严重缺口
Lafayette Ave & Stuyvesant Ave,1006,779,227,1.29,严重缺口
Southern Blvd & E 149 St,677,451,226,1.5,严重缺口
3 Ave & E 109 St,562,336,226,1.67,严重缺口
Ocean Ave & Crooke Ave,450,225,225,2.0,严重缺口
71 Ave & Myrtle Ave,571,346,225,1.65,严重缺口
2 Ave & E 122 St,2018,1793,225,1.13,严重缺口
Lexington Ave & E 120 St,1545,1321,224,1.17,严重缺口
West Drive & Prospect Park West,3722,3498,224,1.06,严重缺口
E 118 St & 1 Ave,416,193,223,2.16,严重缺口
Douglass St & 4 Ave,3030,2808,222,1.08,严重缺口
Humboldt St & Varet St,915,693,222,1.32,严重缺口
Hanson Pl & Ashland Pl,9059,8838,221,1.03,严重缺口
Bergen St & Troy Ave,352,133,219,2.65,严重缺口
Kingston Ave & Carroll St,659,440,219,1.5,严重缺口
Clinton St & Centre St,500,281,219,1.78,严重缺口
Jerome Ave & Bedford Park Blvd E,706,487,219,1.45,严重缺口
Caton Ave & Bedford Ave,583,365,218,1.6,严重缺口
Fresh Pond Rd & Eliot Ave,331,114,217,2.9,严重缺口
Anthony Ave & E Tremont Ave,589,372,217,1.58,严重缺口
Berkeley Pl & 7 Ave,5842,5625,217,1.04,严重缺口
E 142 St & 3 Ave,880,664,216,1.33,严重缺口
Loring Pl North & W 183 St,286,70,216,4.09,严重缺口
8 St & Astoria Blvd,939,723,216,1.3,严重缺口
16th St & 4th Ave,673,458,215,1.47,严重缺口
Hoe Ave & Jennings St,326,111,215,2.94,严重缺口
W 159 St & Edgecombe Ave,362,147,215,2.46,严重缺口
Graham Ave & Withers St,1686,1472,214,1.15,严重缺口
Andrews Ave S & W 179 St,325,112,213,2.9,严重缺口
65 St & Otto Rd,348,137,211,2.54,严重缺口
Sterling St & Nostrand Ave,1042,831,211,1.25,严重缺口
E 115 St & Lexington Ave,1853,1644,209,1.13,严重缺口
41 Ave & 67 St,264,55,209,4.8,严重缺口
Chester Ave & 12 Ave,443,234,209,1.89,严重缺口
Moffat St & Bushwick,439,230,209,1.91,严重缺口
Harlem River Dr & W 155 St,448,240,208,1.87,严重缺口
Nevins St & Schermerhorn St,2733,2527,206,1.08,严重缺口
21 Ave & 80 St,274,68,206,4.03,严重缺口
Concord St & Bridge St,1762,1558,204,1.13,严重缺口
64 St & 53 Dr,238,36,202,6.61,严重缺口
Park Pl & Utica Ave,358,157,201,2.28,严重缺口
Prospect Ave & Jennings St,338,137,201,2.47,严重缺口
W 186 St & St. Nicholas Ave,283,82,201,3.45,严重缺口
E 80 St & 2 Ave,385,185,200,2.08,严重缺口
Prospect Ave & E 151 St,447,247,200,1.81,严重缺口
Queens Blvd & 56 St,365,165,200,2.21,严重缺口
Sullivan Pl & Bedford Ave,529,329,200,1.61,严重缺口
64 St & Woodbine St,318,119,199,2.67,严重缺口
Thomas S. Boyland St & Fulton St,394,195,199,2.02,严重缺口
Prospect Ave & Vanderbilt St,551,352,199,1.57,严重缺口
Amsterdam Ave & W 162 St,569,370,199,1.54,严重缺口
Nagle Ave & Ellwood St,572,374,198,1.53,严重缺口
Sterling Pl & Rochester Ave,287,89,198,3.22,严重缺口
47 Ave & 48 St,507,310,197,1.64,严重缺口
Fresh Pond Rd & 69 Ave,470,273,197,1.72,严重缺口
Wadsworth Ave & W 175 St,654,458,196,1.43,严重缺口
University Ave & Brandt Pl,428,232,196,1.84,严重缺口
Schenectady Ave & Prospect Pl,522,327,195,1.6,严重缺口
2 Ave & E 99 St,2010,1815,195,1.11,严重缺口
Bainbridge Ave & E 196 St,338,145,193,2.33,严重缺口
Park Ave & E 162 St,777,585,192,1.33,严重缺口
8 Ave & W 38 St,9792,9601,191,1.02,严重缺口
Anderson Ave & W 164 St,354,164,190,2.16,严重缺口
Knickerbocker Ave & Halsey St,559,369,190,1.51,严重缺口
College Ave & E 169 St,371,183,188,2.03,严重缺口
Aqueduct Ave & W 190 St,264,76,188,3.47,严重缺口
University Ave & W 168 St,407,219,188,1.86,严重缺口
Parkside Ave & Parade Pl,446,259,187,1.72,严重缺口
E Tremont Ave & E 176 St,588,403,185,1.46,严重缺口
3 Ave & E 169 St,961,778,183,1.24,严重缺口
34 Ave & 71 St,407,224,183,1.82,严重缺口
Lenox Ave & W 144 St,796,613,183,1.3,严重缺口
W 163 St & Riverside Dr,418,235,183,1.78,严重缺口
Nostrand Ave & Rutland Rd,457,274,183,1.67,严重缺口
Lefferts Ave & Schenectady Ave,479,297,182,1.61,严重缺口
Grand Concourse & E 171 St,518,336,182,1.54,严重缺口
Walton Ave & E 168 St,783,601,182,1.3,严重缺口
31 Ave & Steinway St,1342,1162,180,1.15,严重缺口
Grand Concourse & E 175 St,446,266,180,1.68,严重缺口
Jerome Ave & Ogden Ave,350,170,180,2.06,严重缺口
Menahan St & Wyckoff Ave,397,217,180,1.83,严重缺口
Audobon Ave & W 179 St,405,226,179,1.79,严重缺口
MacDougal St & Rockaway Ave,277,98,179,2.83,严重缺口
Westchester Ave & Longwood Ave,845,666,179,1.27,严重缺口
St James Pl & Pearl St,2321,2144,177,1.08,严重缺口
Cedar St & Myrtle Ave,780,603,177,1.29,严重缺口
Bergen St & Flatbush Ave,3638,3461,177,1.05,严重缺口
W 56 St & 8 Ave,6686,6510,176,1.03,严重缺口
MacDougal St & Washington Sq,3897,3723,174,1.05,严重缺口
Ditmars Blvd & 73 St,235,61,174,3.85,严重缺口
W Tremont Ave & Montgomery Ave,374,200,174,1.87,严重缺口
E 149 St & Jackson Ave,829,657,172,1.26,严重缺口
St. Johns Pl & Kingston Ave,618,446,172,1.39,严重缺口
67 St & Erik Pl,336,165,171,2.04,严重缺口
Kingston Ave & E New York Ave,345,174,171,1.98,严重缺口
Caton Ave & E 7 St,619,448,171,1.38,严重缺口
W 190 St & St. Nicholas Ave,286,116,170,2.47,严重缺口
St Marks Ave & Rochester Ave,347,177,170,1.96,严重缺口
